IMG_20210707_120352.jpg,1
IMG_20210707_120357.jpg,0
IMG_20210707_120359.jpg,1
IMG_20210707_120412.jpg,0
IMG_20210707_120413.jpg,0
IMG_20210707_120415.jpg,1
IMG_20210707_120423.jpg,1
IMG_20210707_120425.jpg,1
IMG_20210707_120426.jpg,0
IMG_20210707_120433.jpg,0
IMG_20210707_120437.jpg,1
IMG_20210707_120446.jpg,0
IMG_20210707_120448.jpg,1
IMG_20210707_120500.jpg,0
IMG_20210707_120514.jpg,1
IMG_20210707_120532.jpg,0
IMG_20210707_120534.jpg,1
IMG_20210707_120538.jpg,1
IMG_20210707_120540.jpg,0
IMG_20210707_120545.jpg,0
IMG_20210707_120548.jpg,1
IMG_20210707_120550.jpg,0
IMG_20210707_120552.jpg,1
IMG_20210707_120641.jpg,0
IMG_20210707_151637.jpg,0
IMG_20210707_151639.jpg,1
IMG_20210707_151642.jpg,1
IMG_20210707_151644.jpg,0
IMG_20210707_151647.jpg,1
IMG_20210707_151649.jpg,0
IMG_20210707_151653.jpg,1
IMG_20210707_151736.jpg,0
IMG_20210707_151739.jpg,0
IMG_20210707_151923.jpg,0
IMG_20210707_151936.jpg,0
IMG_20210707_151941.jpg,1
IMG_20210707_151944.jpg,1
IMG_20210707_151947.jpg,1
IMG_20210707_151949.jpg,0
photo_2021-07-08_10-07-26.jpg,0
photo_2021-07-08_10-07-27 (2).jpg,0
photo_2021-07-08_10-07-27 (3).jpg,0
photo_2021-07-08_10-07-27 (4).jpg,0
photo_2021-07-08_10-07-27 (5).jpg,0
photo_2021-07-08_10-07-27 (6).jpg,0
photo_2021-07-08_10-07-27 (7).jpg,0
photo_2021-07-08_10-07-27.jpg,0
photo_2021-07-08_10-07-28 (2).jpg,0
photo_2021-07-08_10-07-28 (3).jpg,0
photo_2021-07-08_10-07-28 (4).jpg,0
photo_2021-07-08_10-07-28 (5).jpg,0
photo_2021-07-08_10-07-28 (6).jpg,0
photo_2021-07-08_10-07-28 (7).jpg,0
photo_2021-07-08_10-07-28.jpg,0
photo_2021-07-08_10-07-29 (2).jpg,0
photo_2021-07-08_10-07-29 (3).jpg,0
photo_2021-07-08_10-07-29 (4).jpg,0
photo_2021-07-08_10-07-29 (5).jpg,0
photo_2021-07-08_10-07-29 (6).jpg,0
photo_2021-07-08_10-07-29 (7).jpg,0
photo_2021-07-08_10-07-29.jpg,0
photo_2021-07-08_10-07-30.jpg,0
photo_2021-07-08_10-07-47 (2).jpg,1
photo_2021-07-08_10-07-47 (3).jpg,1
photo_2021-07-08_10-07-47 (4).jpg,1
photo_2021-07-08_10-07-47 (5).jpg,1
photo_2021-07-08_10-07-47 (6).jpg,1
photo_2021-07-08_10-07-47 (7).jpg,1
photo_2021-07-08_10-07-47 (8).jpg,1
photo_2021-07-08_10-07-47 (9).jpg,1
photo_2021-07-08_10-07-47.jpg,1
